CLIENT_ID,REACTIVATION_SCORE,TOTAL_SALES,RECENCY_DAYS,FREQUENCY,SPEND_LAST_12M,SPEND_TOOL_SHARE,ACTIVE_SPAN_DAYS,RANK,SPEND_TIER,TOOL_SHARE_BIN
2461,0.7888047790522063,1501.9,974,8,0.0,0.9891803715287375,0,79,High,80-100%
11090,0.7885256116602276,1871.05,821,11,0.0,0.9061703321659463,0,80,High,80-100%
61976,0.7881667214555598,1435.31,790,6,0.0,0.8945245278017332,123,81,High,80-100%
28288,0.7872424637647326,695.04,760,5,0.0,0.8569434852658021,91,82,Mid-High,80-100%
32679,0.7859514223128444,1908.77,790,14,0.0,0.9566317576235185,245,83,High,80-100%
18104,0.7858199713544127,6630.8099999999995,821,24,0.0,0.7189347907720597,242,84,High,60-80%
33733,0.7855825118719565,2424.37,1063,11,0.0,0.8721688521137978,31,85,High,80-100%
67238,0.7839010424634714,1740.09,1004,14,0.0,0.9759150388767386,0,86,High,80-100%
35086,0.7830206078801076,1181.96,821,5,0.0,0.6432028156615763,183,87,High,60-80%
4541,0.7823787918994413,863.09,821,10,0.0,0.7304684331868861,183,88,High,60-80%
47259,0.7822820053005094,2960.9,851,16,0.0,0.7347293052785522,123,89,High,60-80%
16234,0.7820884931619567,1534.71,1004,12,0.0,0.9255429364499316,0,90,High,80-100%
16961,0.7819099560708943,1426.51,821,10,0.0,0.60582821010676,214,91,High,60-80%
44719,0.7816712012482812,1824.5,760,10,0.0,0.0,0,92,High,0-20%
51762,0.7812105491615676,1162.52,974,9,0.0,0.4987269036227345,89,93,High,40-60%
2057,0.7804508240460037,2071.87,1004,10,0.0,0.9377518859769496,0,94,High,80-100%
58642,0.779493763671226,2770.38,913,15,0.0,0.8903940975603021,150,95,High,80-100%
25449,0.7789882875509022,1248.83,1035,7,0.0,0.963317665333982,0,96,High,80-100%
36085,0.7788077531209026,881.59,913,11,0.0,0.9148016651721154,150,97,High,80-100%
3531,0.7787295176434667,1969.9,974,8,0.0,0.7661861008169114,30,98,High,60-80%
7292,0.7783569048099188,1988.03,821,12,0.0,0.932868216273933,0,99,High,80-100%
49199,0.7781168933611339,1017.14,1004,10,0.0,0.9231177615658384,0,100,High,80-100%
47576,0.7779886021097887,1922.22,913,10,0.0,0.9163259148271705,0,101,High,80-100%
62119,0.7775046034477162,2412.97,1004,7,0.0,0.7746884544769415,31,102,High,60-80%
31918,0.7766602173627424,521.0899999999999,1004,4,0.0,0.9146020840912039,90,103,Mid-High,80-100%
6217,0.7759673034814243,1456.05,1004,10,0.0,0.9239380515772646,0,104,High,80-100%
5576,0.7743904691169764,345.09000000000003,760,3,0.0,0.0,183,105,Mid-High,0-20%
48011,0.7742302180317067,3086.64,790,10,0.0,0.8518972086149172,214,106,High,80-100%
22288,0.7733515270295724,3846.3399999999997,760,22,0.0,0.9364616752546743,275,107,High,80-100%
57428,0.7730898244173022,1312.6299999999999,790,9,0.0,0.8211605707618893,61,108,High,80-100%
25736,0.7726386884964069,3434.5,913,14,0.0,0.8578628621339764,150,109,High,80-100%
46795,0.7714367525076165,2656.16,790,8,0.0,0.8786669477738998,0,110,High,80-100%
8475,0.7710499879883256,1821.42,760,13,0.0,0.8068704637037,303,111,High,80-100%
26586,0.7693438086332546,1141.89,943,9,0.0,0.9411064112997389,0,112,High,80-100%
49294,0.7689444914531157,1994.3,821,8,0.0,0.9426264854831556,0,113,High,80-100%
66222,0.7680231178071526,1429.7,882,14,0.0,0.6514723368534298,61,114,High,60-80%
71059,0.7676622269975678,2100.34,790,5,0.0,0.988963691592319,0,115,High,80-100%
49816,0.7674891669873204,1127.3899999999999,943,8,0.0,0.9653624743868889,0,116,High,80-100%
10597,0.7669585866076549,1818.61,913,11,0.0,0.5029610526718191,122,117,High,40-60%
5705,0.7667892798032127,1575.05,821,12,0.0,0.735043331957249,242,118,High,60-80%
46731,0.7660650491208839,1875.9299999999998,913,8,0.0,0.9413304334378462,0,119,High,80-100%
67648,0.7647556918991443,916.0,943,9,0.0,0.9370414847151343,31,120,High,80-100%
26221,0.7646536000331882,1158.51,760,6,0.0,0.6783713563105382,214,121,High,60-80%
3569,0.7642507469314204,2434.75,913,17,0.0,0.903226203922003,150,122,High,80-100%
67697,0.7640525430497815,1406.5900000000001,974,9,0.0,0.9648724930498831,0,123,High,80-100%
34151,0.763930303954076,992.25,943,3,0.0,0.8776215671444921,92,124,High,80-100%
22397,0.7623699736126279,1774.75,943,6,0.0,0.9559374559791768,0,125,High,80-100%
5613,0.7618935851041087,2084.34,943,8,0.0,0.8625847990246972,61,126,High,80-100%
40525,0.7617194425229037,852.16,1004,6,0.0,0.9999999999988265,90,127,High,80-100%
41311,0.7616794614471281,2003.9199999999998,882,4,0.0,0.8270340133334528,212,128,High,80-100%
35219,0.7615576256747288,1974.8000000000002,790,11,0.0,0.6177891432040623,273,129,High,60-80%
54337,0.760748379079824,1064.11,943,9,0.0,0.6795538055269853,0,130,High,60-80%
57301,0.7597265314218672,2918.3399999999997,821,16,0.0,0.6784918823712527,242,131,High,60-80%
62304,0.7592561555305641,2022.09,1063,15,0.0,0.8228318225198568,0,132,High,80-100%
62547,0.7592445708231527,2573.07,821,20,0.0,0.8559502850676989,273,133,High,80-100%
59269,0.759143595413674,384.9,1063,10,0.0,0.37648739932352177,0,134,Mid-High,20-40%
13560,0.7584222400212847,285.22999999999996,1094,7,0.0,0.8046839392742535,0,135,Mid-High,80-100%
52406,0.7580476314432741,1255.21,974,8,0.0,0.8926155782690605,0,136,High,80-100%
21391,0.757786266188556,2128.13,760,13,0.0,0.9348958945172827,0,137,High,80-100%
31589,0.7576512378186686,1820.77,790,10,0.0,0.7829270034102149,61,138,High,60-80%
4861,0.7574034694811506,661.79,790,7,0.0,0.7169343749516963,153,139,Mid-High,60-80%
34385,0.7571431540623684,1544.4,943,9,0.0,0.9999999999993525,0,140,High,80-100%
21350,0.7564417054765722,510.0,821,7,0.0,0.5279999999989646,30,141,Mid-High,40-60%
53254,0.7547310330086267,699.98,1063,9,0.0,0.8014657561633168,31,142,Mid-High,80-100%
59072,0.7547072874614837,3980.0,882,4,0.0,0.9621909547736276,0,143,High,80-100%
56603,0.7542642378195342,758.35,943,9,0.0,0.9140898002229656,0,144,High,80-100%
70022,0.7542371289112807,1710.8700000000001,790,11,0.0,0.9952480317025868,31,145,High,80-100%
20826,0.7537719771875838,1660.65,913,14,0.0,0.7193869870227204,30,146,High,60-80%
53966,0.753715276251023,1706.02,821,9,0.0,0.8629324392440517,214,147,High,80-100%
53823,0.7536700152913316,1102.2,1063,7,0.0,0.9854200689521091,0,148,High,80-100%
59391,0.7535337060597481,796.63,760,14,0.0,0.7506621643664554,303,149,High,60-80%
59719,0.7533261370606837,1786.17,821,11,0.0,0.9366073777966618,0,150,High,80-100%
26625,0.7523452837930795,2192.93,913,12,0.0,0.9585714090276669,0,151,High,80-100%
38179,0.7523430059652642,1502.21,790,10,0.0,0.8627222558757679,184,152,High,80-100%
50539,0.7522915503511313,6307.22,760,23,0.0,0.7518938613207163,303,153,High,60-80%
57170,0.7519237294937302,1155.3,851,10,0.0,0.841599584522772,0,154,High,80-100%
14670,0.7518496067034955,988.3900000000001,1063,10,0.0,0.913060633959355,0,155,High,80-100%
35487,0.7516682178217896,1054.8700000000001,760,7,0.0,0.8448624001053733,244,156,High,80-100%
52927,0.7508499755725364,24.650000000000002,760,18,0.0,0.0,334,157,Low,0-20%
45916,0.7505479607373461,2157.8,760,10,0.0,0.9365140420794621,153,158,High,80-100%
5266,0.750350904373919,1315.6200000000001,821,9,0.0,0.8150225749070287,0,159,High,80-100%
31343,0.7502070611032472,1234.66,943,5,0.0,0.8999886608451719,31,160,High,80-100%
21621,0.7501758448518223,1657.72,821,12,0.0,0.8839912651105832,30,161,High,80-100%
625,0.7501260442367848,973.7,821,6,0.0,0.9318475916597188,0,162,High,80-100%
42722,0.7497233566647867,750.87,1004,8,0.0,0.9232090774689051,0,163,High,80-100%
41698,0.7494387784952884,2769.63,913,17,0.0,0.9199387643833582,181,164,High,80-100%
37780,0.7494334590065382,1117.59,851,3,0.0,0.967680455264482,31,165,High,80-100%
17805,0.747380330139245,778.28,1063,9,0.0,0.8906948655999247,0,166,High,80-100%
36732,0.7473480174244522,2453.97,760,18,0.0,0.5918165258741583,303,167,High,40-60%
10826,0.7470808649839682,946.68,760,10,0.0,0.03894663455440175,183,168,High,0-20%
53920,0.7469993391945564,1018.9,974,5,0.0,0.9999999999990186,0,169,High,80-100%
56153,0.7465942062469118,470.81000000000006,790,7,0.0,0.028525307448804136,273,170,Mid-High,0-20%
10026,0.7462953293528843,1569.4,851,12,0.0,0.1718618580348083,243,171,High,0-20%
71259,0.7458798062674831,1640.02,760,5,0.0,0.854824941158733,0,172,High,80-100%
29302,0.7455728709764514,1678.61,821,13,0.0,0.8820333490203907,30,173,High,80-100%
64553,0.7448936920759129,1696.2,1004,12,0.0,0.8582596391929853,31,174,High,80-100%
10894,0.7443096109267191,1046.48,943,26,0.0,0.913634278723995,31,175,High,80-100%
55367,0.7438717589229592,1363.76,1004,9,0.0,0.9333753739654094,0,176,High,80-100%
64065,0.7437802623215285,1396.2,821,24,0.0,0.6732058444344126,122,177,High,60-80%
35905,0.7436954364282744,676.27,760,9,0.0,0.6344507371306809,61,178,Mid-High,60-80%
10946,0.7436687150348277,1356.12,943,6,0.0,0.8305754652974437,0,179,High,80-100%
68145,0.7436361477995953,1148.26,943,8,0.0,0.9544179889563738,0,180,High,80-100%
35807,0.743484054939761,1553.51,882,11,0.0,0.9418542526273138,0,181,High,80-100%
8151,0.7416657952767024,3186.68,913,11,0.0,0.9364354124038383,181,182,High,80-100%
68044,0.741436517682995,2450.23,943,18,0.0,0.9358509201173214,0,183,High,80-100%
40154,0.7402101969898583,492.17,882,4,0.0,0.0,0,184,Mid-High,0-20%
37269,0.7401112463477614,645.04,760,9,0.0,0.39814585141944975,153,185,Mid-High,20-40%
68873,0.7399880337986626,1405.7,913,11,0.0,0.8914135306246772,0,186,High,80-100%
15218,0.7396682773895579,2827.84,851,14,0.0,0.9411883274863708,0,187,High,80-100%
2099,0.7395212545082429,3065.26,882,12,0.0,0.5878065808445001,92,188,High,40-60%
64217,0.739183604060289,940.8,851,10,0.0,0.960767431971768,0,189,High,80-100%
60161,0.7383860140004715,788.37,1004,12,0.0,0.8792952547650478,59,190,High,80-100%
37142,0.7381741262174734,1365.69,790,16,0.0,0.18805146116601276,304,191,High,0-20%
9253,0.7379128659612202,1060.02,760,8,0.0,0.7181468274176731,334,192,High,60-80%
34782,0.7375297796612879,2277.38,821,15,0.0,0.8974259895138723,30,193,High,80-100%
65565,0.7371387802045404,2505.56,851,23,0.0,0.8854747042573775,184,194,High,80-100%
30245,0.7370956408921434,1000.87,851,6,0.0,0.8568945017825922,243,195,High,80-100%
49213,0.7366824275675787,1385.25,760,9,0.0,0.9469121097268025,214,196,High,80-100%
60994,0.7361941570473848,1621.71,821,9,0.0,0.0,242,197,High,0-20%
71024,0.7352263762614918,893.63,790,9,0.0,0.8745901547610593,0,198,High,80-100%
64892,0.7351774600785362,420.95,851,8,0.0,0.6469176861844711,243,199,Mid-High,60-80%
15377,0.735065440196561,1270.04,821,6,0.0,0.8605791943554058,0,200,High,80-100%
32683,0.734852099819814,2158.66,913,12,0.0,0.9408753578604594,0,201,High,80-100%
13926,0.7342659555408215,1246.5,760,15,0.0,0.5961251504207011,303,202,High,40-60%
110,0.7335016179514537,812.9,821,11,0.0,0.852761717307353,242,203,High,80-100%
70390,0.7334587939949198,1255.8899999999999,821,9,0.0,0.9816783317002431,0,204,High,80-100%
53630,0.7323784163902168,814.9300000000001,790,8,0.0,0.3092903684975283,0,205,High,20-40%
45030,0.7315890844886624,1515.1,821,9,0.0,0.834756781730028,0,206,High,80-100%
51672,0.7309237812214855,1451.9499999999998,851,9,0.0,0.900637074278797,0,207,High,80-100%
44116,0.7304848506145667,1788.45,760,12,0.0,0.6163381699233323,275,208,High,60-80%
14392,0.7304172490796955,3625.44,974,30,0.0,0.9248946334787157,0,209,High,80-100%
22893,0.7301939802176015,1269.81,821,9,0.0,0.9179168537017995,0,210,High,80-100%
5109,0.7301753702606186,1948.05,760,3,0.0,0.873458073457625,0,211,High,80-100%
65982,0.7300338948598746,2418.63,851,23,0.0,0.7252494180586839,184,212,High,60-80%
42633,0.7294766305591706,750.87,974,8,0.0,0.923195759584318,0,213,High,80-100%
52957,0.7294333878565088,688.05,821,5,0.0,0.9999999999985466,0,214,Mid-High,80-100%
22001,0.7289887365564106,597.6,760,10,0.0,0.6557396251662387,303,215,Mid-High,60-80%
19037,0.7286851655769786,2380.19,1035,17,0.0,0.7975329700566771,28,216,High,60-80%
47566,0.7281049623829852,1018.66,851,10,0.0,0.8586967192185236,0,217,High,80-100%
8912,0.7277188174820647,1904.42,821,11,0.0,0.923945348189515,0,218,High,80-100%
45648,0.7276737227259472,799.0,790,2,0.0,0.888172715893757,0,219,High,80-100%
59868,0.7274941989283975,805.0799999999999,821,8,0.0,0.8453694042817541,242,220,High,80-100%
40389,0.7270670707024486,779.88,760,5,0.0,0.9753936503039244,334,221,High,80-100%
19635,0.7267022845927558,934.0,851,2,0.0,0.8546573875793847,62,222,High,80-100%
65591,0.7266577227219239,680.78,1063,4,0.0,0.4819324892028528,0,223,Mid-High,40-60%
32832,0.7266207589205994,983.55,821,3,0.0,0.8741802653643697,122,224,High,80-100%
29557,0.7263335884822868,321.33,821,9,0.0,0.21772010083024393,273,225,Mid-High,20-40%
14793,0.726306755865345,2579.69,851,10,0.0,0.875004360988772,62,226,High,80-100%
29829,0.726226705359986,1657.71,790,8,0.0,0.9662124255744574,0,227,High,80-100%
59005,0.7258926210250141,89.94,974,3,0.0,0.9999999999888814,0,228,Low,80-100%
49270,0.7256899448226464,2234.02,760,11,0.0,0.8812633727536543,0,229,High,80-100%
38382,0.7256535098037582,1359.4299999999998,851,12,0.0,0.792420352647218,153,230,High,60-80%
53695,0.7256199276453045,970.19,913,12,0.0,0.8265597460282764,122,231,High,80-100%
27617,0.7255423541846153,2186.59,913,6,0.0,0.8731083559328118,30,232,High,80-100%
15517,0.7252756829668826,1477.58,821,5,0.0,0.587914021575422,273,233,High,40-60%
23017,0.7250366516172421,1735.77,851,6,0.0,0.9711079232842075,0,234,High,80-100%
55551,0.7246280025337035,2745.54,882,8,0.0,0.9166357073650659,0,235,High,80-100%
11532,0.7241654905376541,1765.89,851,8,0.0,0.6661513457799375,153,236,High,60-80%
41582,0.7240890306116101,785.8499999999999,790,2,0.0,0.7064579754397068,304,237,High,60-80%
9515,0.7240574269156622,2946.65,913,15,0.0,0.9497361410411994,0,238,High,80-100%
29535,0.7238843256888567,1122.82,1063,6,0.0,0.9263728825627203,0,239,High,80-100%
49694,0.7238163248249079,635.29,851,7,0.0,0.9999842591556612,184,240,Mid-High,80-100%
29556,0.7238147422727057,1344.38,851,10,0.0,0.7575090376227275,0,241,High,60-80%
49495,0.7237766595387368,1627.74,760,14,0.0,0.7195375182764326,183,242,High,60-80%
34527,0.72369001639012,1448.06,790,11,0.0,0.7942350455086155,31,243,High,60-80%
11786,0.7231361492949,130.04,790,3,0.0,0.0,0,244,Mid-Low,0-20%
19673,0.7230200221165385,362.26,790,9,0.0,0.12990669684720946,273,245,Mid-High,0-20%
28286,0.722682598464052,3651.33,974,9,0.0,0.9119225049500013,0,246,High,80-100%
36693,0.7216437258921865,438.17,790,4,0.0,0.0,0,247,Mid-High,0-20%
66372,0.7207973975263856,3159.78,821,24,0.0,0.9554209470276552,214,248,High,80-100%
68979,0.720612824461996,1614.46,760,8,0.0,0.9476791001319651,0,249,High,80-100%
28952,0.7205617532586596,977.91,974,7,0.0,0.8840588602214068,0,250,High,80-100%
35950,0.7205580804045746,1216.65,821,8,0.0,0.9280154522657067,0,251,High,80-100%
20651,0.7195781191312121,750.87,821,8,0.0,0.8507464674299802,0,252,High,80-100%
66234,0.7187965643330516,410.55,1035,2,0.0,0.9999999999975643,0,253,Mid-High,80-100%
28825,0.7185491565622187,853.62,1004,6,0.0,0.8609568660518018,0,254,High,80-100%
11054,0.7183659695409743,3378.41,760,28,0.0,0.716502733534202,334,255,High,60-80%
39401,0.7179440139810285,1112.47,851,11,0.0,0.8927072190702736,0,256,High,80-100%
70828,0.7176866105814125,1516.98,790,10,0.0,0.9340927368845112,0,257,High,80-100%
67667,0.7172414905086377,4381.66,760,14,0.0,0.7955227014417376,214,258,High,60-80%
65376,0.717104611756541,340.69,790,10,0.0,0.673691625816215,214,259,Mid-High,60-80%
44558,0.716898342467939,2983.36,913,15,0.0,0.9300553738064028,122,260,High,80-100%
5858,0.7165701582934714,205.09,882,1,0.0,0.9999999999951241,0,261,Mid-Low,80-100%
69452,0.71644218926269,1018.6600000000001,882,10,0.0,0.8609447705801142,0,262,High,80-100%
52587,0.7156594836533687,352.69,1035,2,0.0,0.0,0,263,Mid-High,0-20%
70003,0.7151909418315748,2845.0,821,10,0.0,0.9826291739891098,0,264,High,80-100%
67245,0.7150668416196323,2850.32,760,15,0.0,0.9512651211088751,244,265,High,80-100%
11805,0.7147313817312807,100.77,851,1,0.0,0.9999999999900764,0,266,Low,80-100%
55296,0.7144823423392352,1984.01,760,15,0.0,0.5580969853979778,303,267,High,40-60%
61512,0.7142289836870257,538.02,913,3,0.0,0.7075759265441665,0,268,Mid-High,60-80%
10836,0.7141515017487448,2083.98,760,14,0.0,0.8806418487697192,30,269,High,80-100%
46787,0.7140972335342134,1640.83,851,12,0.0,0.0,153,270,High,0-20%
46794,0.7139766752259515,1188.59,851,14,0.0,0.651410494787394,243,271,High,60-80%
18100,0.7137752872073284,739.5,974,9,0.0,0.8943475321150854,0,272,High,80-100%
35090,0.7137200484386578,163.99,882,3,0.0,0.0,0,273,Mid-Low,0-20%
71032,0.7132116192725904,471.21000000000004,790,4,0.0,0.9999999999978778,0,274,Mid-High,80-100%
42547,0.7131556633700423,67.52,821,1,0.0,0.0,0,275,Low,0-20%
10352,0.7129401183480422,2600.75,1063,2,0.0,0.9999999999996155,0,276,High,80-100%
24060,0.7124202023249159,1819.58,760,12,0.0,0.43154464216993393,275,277,High,40-60%
42497,0.712301725330723,329.46,913,7,0.0,0.0,0,278,Mid-High,0-20%
30671,0.7117165120700621,2750.61,974,4,0.0,0.8450489164218682,89,279,High,80-100%
39200,0.7114898885827337,2032.2999999999997,882,6,0.0,0.8286867096389172,0,280,High,80-100%
34505,0.7114127184792087,1608.09,913,7,0.0,0.9575707827292269,0,281,High,80-100%
36587,0.7112960732960731,825.39,1094,5,0.0,0.9999999999987884,0,282,High,80-100%
37070,0.7112193242969954,1065.55,821,6,0.0,0.9999999999990615,0,283,High,80-100%
9740,0.7109076839883194,498.99,913,3,0.0,0.0,0,284,Mid-High,0-20%
39350,0.7107951128472726,918.0,760,3,0.0,0.9167647058813543,0,285,High,80-100%
32660,0.7103353189604029,852.44,913,5,0.0,0.968901037021997,0,286,High,80-100%
64394,0.7100130141249714,1018.66,760,10,0.0,0.8609447705801142,0,287,High,80-100%
17317,0.7096961067484328,2065.67,821,13,0.0,0.8984252082854964,0,288,High,80-100%
51548,0.7093859553067786,750.87,1004,8,0.0,0.9232090774689051,0,289,High,80-100%
47295,0.7091700406768396,1479.08,1004,8,0.0,0.8572423398322895,90,290,High,80-100%
15961,0.7091495734480188,359.9,943,2,0.0,0.9999999999972214,0,291,Mid-High,80-100%
53509,0.7091441440993937,129.3,790,2,0.0,0.0,0,292,Mid-Low,0-20%
22696,0.7088858381317998,288.63,821,12,0.0,0.0,273,293,Mid-High,0-20%
29979,0.7088214119690246,1507.5700000000002,821,12,0.0,0.7631287436067558,30,294,High,60-80%
2002,0.7086441710924001,404.17,760,3,0.0,0.7455773560611981,0,295,Mid-High,60-80%
40898,0.7086098602202906,291.49,943,1,0.0,0.9999999999965694,0,296,Mid-High,80-100%
47571,0.7084811957260493,2290.95,790,12,0.0,0.8904253693878564,0,297,High,80-100%
54170,0.7084444511498437,2752.99,1004,8,0.0,0.9001231388414415,0,298,High,80-100%
46568,0.7082080752994124,724.44,790,7,0.0,0.0,184,299,High,0-20%
68199,0.7079965197510496,567.11,943,4,0.0,0.9856641568637731,0,300,Mid-High,80-100%
20801,0.7077214332317371,199.70999999999998,1094,6,0.0,0.0,0,301,Mid-Low,0-20%
71184,0.7076134698229406,3340.8,760,14,0.0,0.8981261973177388,30,302,High,80-100%
